name,EOS,A(km),omega_0(rad/s),ndata
A467w10.00_HSTM1,HSTM1,467,10,20880
A467w10.00_HSTMA,HSTMA,467,10,20887
A467w10.00_HShen,HShen,467,10,16414
A467w10.00_HShenH,HShenH,467,10,16398
A467w10.00_LS180,LS180,467,10,25178
A467w10.00_LS220,LS220,467,10,25243
A467w10.00_LS375,LS375,467,10,24935
A467w10.00_SFHo,SFHo,467,10,20883
A467w10.00_SFHx,SFHx,467,10,20874
A467w10.50_BHBL,BHBL,467,10,21961
A467w10.50_BHBLP,BHBLP,467,10,21961
A467w10.50_GShenFSU1.7,GShenFSU1.7,467,10,49403
A467w10.50_GShenFSU2.1,GShenFSU2.1,467,10,49409
A467w10.50_GShenNL3,GShenNL3,467,10,66169
A467w10.50_HSDD2,HSDD2,467,10,21991
A467w10.50_HSFSG,HSFSG,467,10,21990
A467w10.50_HSIUF,HSIUF,467,10,21995
A467w10.50_HSNL3,HSNL3,467,10,21988
A467w10.50_HSTM1,HSTM1,467,10,21989
A467w10.50_HSTMA,HSTMA,467,10,21995
A467w10.50_HShen,HShen,467,10,16907
A467w10.50_HShenH,HShenH,467,10,16888
A467w10.50_LS180,LS180,467,10,27561
A467w10.50_LS220,LS220,467,10,27916
A467w10.50_LS375,LS375,467,10,27535
A467w10.50_SFHo,SFHo,467,10,21985
A467w10.50_SFHx,SFHx,467,10,21982
A467w11.00_BHBL,BHBL,467,11,23317
A467w11.00_BHBLP,BHBLP,467,11,23317
A467w11.00_GShenFSU1.7,GShenFSU1.7,467,11,65696
A467w11.00_GShenFSU2.1,GShenFSU2.1,467,11,72267
A467w11.00_GShenNL3,GShenNL3,467,11,69164
A467w11.00_HSDD2,HSDD2,467,11,23354
A467w11.00_HSFSG,HSFSG,467,11,23358
A467w11.00_HSIUF,HSIUF,467,11,23357
A467w11.00_HSNL3,HSNL3,467,11,23352
A467w11.00_HSTM1,HSTM1,467,11,23346
A467w11.00_HSTMA,HSTMA,467,11,23361
A467w11.00_HShen,HShen,467,11,17474
A467w11.00_HShenH,HShenH,467,11,17453
A467w11.00_LS180,LS180,467,11,30555
A467w11.00_LS220,LS220,467,11,31435
A467w11.00_LS375,LS375,467,11,30971
A467w11.00_SFHo,SFHo,467,11,23353
A467w11.00_SFHx,SFHx,467,11,23346
A467w11.50_BHBL,BHBL,467,11,25013
A467w11.50_BHBLP,BHBLP,467,11,25005
A467w11.50_GShenFSU1.7,GShenFSU1.7,467,11,68923
A467w11.50_GShenFSU2.1,GShenFSU2.1,467,11,69591
A467w11.50_GShenNL3,GShenNL3,467,11,71240
A467w11.50_HSDD2,HSDD2,467,11,25066
A467w11.50_HSFSG,HSFSG,467,11,25063
A467w11.50_HSIUF,HSIUF,467,11,25067
A467w11.50_HSNL3,HSNL3,467,11,25060
A467w11.50_HSTM1,HSTM1,467,11,24876
A467w11.50_HSTMA,HSTMA,467,11,25068
A467w11.50_HShen,HShen,467,11,18139
A467w11.50_HShenH,HShenH,467,11,18109
A467w11.50_LS180,LS180,467,11,35746
A467w11.50_LS220,LS220,467,11,36548
A467w11.50_LS375,LS375,467,11,35988
A467w11.50_SFHo,SFHo,467,11,25061
A467w11.50_SFHx,SFHx,467,11,25052
A467w2.00_BHBL,BHBL,467,2,15094
A467w2.00_BHBLP,BHBLP,467,2,15097
A467w2.00_GShenFSU1.7,GShenFSU1.7,467,2,18760
A467w2.00_GShenFSU2.1,GShenFSU2.1,467,2,18759
A467w2.00_GShenNL3,GShenNL3,467,2,20003
A467w2.00_HSDD2,HSDD2,467,2,15097
A467w2.00_HSFSG,HSFSG,467,2,15100
A467w2.00_HSIUF,HSIUF,467,2,15102
A467w2.00_HSNL3,HSNL3,467,2,15100
A467w2.00_HSTM1,HSTM1,467,2,15100
A467w2.00_HSTMA,HSTMA,467,2,15102
A467w2.00_HShen,HShen,467,2,13273
A467w2.00_HShenH,HShenH,467,2,13260
A467w2.00_LS180,LS180,467,2,15725
A467w2.00_LS220,LS220,467,2,15626
A467w2.00_LS375,LS375,467,2,15502
A467w2.00_SFHo,SFHo,467,2,15097
A467w2.00_SFHx,SFHx,467,2,15093
A467w2.50_BHBL,BHBL,467,2,15180
A467w2.50_BHBLP,BHBLP,467,2,15181
A467w2.50_GShenFSU1.7,GShenFSU1.7,467,2,18935
A467w2.50_GShenFSU2.1,GShenFSU2.1,467,2,18938
A467w2.50_GShenNL3,GShenNL3,467,2,20225
A467w2.50_HSDD2,HSDD2,467,2,15186
A467w2.50_HSFSG,HSFSG,467,2,15183
A467w2.50_HSIUF,HSIUF,467,2,15184
A467w2.50_HSNL3,HSNL3,467,2,15182
A467w2.50_HSTM1,HSTM1,467,2,15179
A467w2.50_HSTMA,HSTMA,467,2,15187
A467w2.50_HShen,HShen,467,2,13324
A467w2.50_HShenH,HShenH,467,2,13314
A467w2.50_LS180,LS180,467,2,15836
A467w2.50_LS220,LS220,467,2,15733
A467w2.50_LS375,LS375,467,2,15607
A467w2.50_SFHo,SFHo,467,2,15183
A467w2.50_SFHx,SFHx,467,2,15177
A467w3.00_BHBL,BHBL,467,3,15281
A467w3.00_BHBLP,BHBLP,467,3,15285
A467w3.00_GShenFSU1.7,GShenFSU1.7,467,3,19162
A467w3.00_GShenFSU2.1,GShenFSU2.1,467,3,19148
A467w3.00_GShenNL3,GShenNL3,467,3,20269
A467w3.00_HSDD2,HSDD2,467,3,15288
A467w3.00_HSFSG,HSFSG,467,3,15286
A467w3.00_HSIUF,HSIUF,467,3,15293
A467w3.00_HSNL3,HSNL3,467,3,15290
A467w3.00_HSTM1,HSTM1,467,3,15284
A467w3.00_HSTMA,HSTMA,467,3,15293
A467w3.00_HShen,HShen,467,3,13394
A467w3.00_HShenH,HShenH,467,3,13385
A467w3.00_LS180,LS180,467,3,15972
A467w3.00_LS220,LS220,467,3,15871
A467w3.00_LS375,LS375,467,3,15738
A467w3.00_SFHo,SFHo,467,3,15290
A467w3.00_SFHx,SFHx,467,3,15285
A467w3.50_BHBL,BHBL,467,3,15412
A467w3.50_BHBLP,BHBLP,467,3,15412
A467w3.50_GShenFSU1.7,GShenFSU1.7,467,3,19437
A467w3.50_GShenFSU2.1,GShenFSU2.1,467,3,19435
A467w3.50_GShenNL3,GShenNL3,467,3,20861
A467w3.50_HSDD2,HSDD2,467,3,15417
A467w3.50_HSFSG,HSFSG,467,3,15420
A467w3.50_HSIUF,HSIUF,467,3,15420
A467w3.50_HSNL3,HSNL3,467,3,15412
A467w3.50_HSTM1,HSTM1,467,3,15414
A467w3.50_HSTMA,HSTMA,467,3,15416
A467w3.50_HShen,HShen,467,3,13470
A467w3.50_HShenH,HShenH,467,3,13465
A467w3.50_LS180,LS180,467,3,16141
A467w3.50_LS220,LS220,467,3,16036
A467w3.50_LS375,LS375,467,3,15895
A467w3.50_SFHo,SFHo,467,3,15416
A467w3.50_SFHx,SFHx,467,3,15412
A467w4.00_BHBL,BHBL,467,4,15562
A467w4.00_BHBLP,BHBLP,467,4,15561
A467w4.00_GShenFSU1.7,GShenFSU1.7,467,4,19769
A467w4.00_GShenFSU2.1,GShenFSU2.1,467,4,19772
A467w4.00_GShenNL3,GShenNL3,467,4,21291
A467w4.00_HSDD2,HSDD2,467,4,15566
A467w4.00_HSFSG,HSFSG,467,4,15566
A467w4.00_HSIUF,HSIUF,467,4,15567
A467w4.00_HSNL3,HSNL3,467,4,15564
A467w4.00_HSTM1,HSTM1,467,4,15566
A467w4.00_HSTMA,HSTMA,467,4,15571
A467w4.00_HShen,HShen,467,4,13567
A467w4.00_HShenH,HShenH,467,4,13562
A467w4.00_LS180,LS180,467,4,16337
A467w4.00_LS220,LS220,467,4,16227
A467w4.00_LS375,LS375,467,4,16091
A467w4.00_SFHo,SFHo,467,4,15567
A467w4.00_SFHx,SFHx,467,4,15565
A467w4.50_BHBL,BHBL,467,4,15739
A467w4.50_BHBLP,BHBLP,467,4,15738
A467w4.50_GShenFSU1.7,GShenFSU1.7,467,4,20168
A467w4.50_GShenFSU2.1,GShenFSU2.1,467,4,20170
A467w4.50_GShenNL3,GShenNL3,467,4,21818
A467w4.50_HSDD2,HSDD2,467,4,15745
A467w4.50_HSFSG,HSFSG,467,4,15745
A467w4.50_HSIUF,HSIUF,467,4,15743
A467w4.50_HSNL3,HSNL3,467,4,15745
A467w4.50_HSTM1,HSTM1,467,4,15744
A467w4.50_HSTMA,HSTMA,467,4,15746
A467w4.50_HShen,HShen,467,4,13680
A467w4.50_HShenH,HShenH,467,4,13667
A467w4.50_LS180,LS180,467,4,16568
A467w4.50_LS220,LS220,467,4,16460
A467w4.50_LS375,LS375,467,4,16318
A467w4.50_SFHo,SFHo,467,4,15740
A467w4.50_SFHx,SFHx,467,4,15737
A467w5.00_BHBL,BHBL,467,5,15943
A467w5.00_BHBLP,BHBLP,467,5,15942
A467w5.00_GShenFSU1.7,GShenFSU1.7,467,5,20645
A467w5.00_GShenFSU2.1,GShenFSU2.1,467,5,20645
A467w5.00_GShenNL3,GShenNL3,467,5,22454
A467w5.00_HSDD2,HSDD2,467,5,15950
A467w5.00_HSFSG,HSFSG,467,5,15946
A467w5.00_HSIUF,HSIUF,467,5,15951
A467w5.00_HSNL3,HSNL3,467,5,15949
A467w5.00_HSTM1,HSTM1,467,5,15948
A467w5.00_HSTMA,HSTMA,467,5,15950
A467w5.00_HShen,HShen,467,5,13802
A467w5.00_HShenH,HShenH,467,5,13792
A467w5.00_LS180,LS180,467,5,16849
A467w5.00_LS220,LS220,467,5,16735
A467w5.00_LS375,LS375,467,5,16584
A467w5.00_SFHo,SFHo,467,5,15947
A467w5.00_SFHx,SFHx,467,5,15945
A467w5.50_BHBL,BHBL,467,5,16179
A467w5.50_BHBLP,BHBLP,467,5,16180
A467w5.50_GShenFSU1.7,GShenFSU1.7,467,5,21216
A467w5.50_GShenFSU2.1,GShenFSU2.1,467,5,21214
A467w5.50_GShenNL3,GShenNL3,467,5,23228
A467w5.50_HSDD2,HSDD2,467,5,16189
A467w5.50_HSFSG,HSFSG,467,5,16186
A467w5.50_HSIUF,HSIUF,467,5,16187
A467w5.50_HSNL3,HSNL3,467,5,16184
A467w5.50_HSTM1,HSTM1,467,5,16183
A467w5.50_HSTMA,HSTMA,467,5,16190
A467w5.50_HShen,HShen,467,5,13949
A467w5.50_HShenH,HShenH,467,5,13938
A467w5.50_LS180,LS180,467,5,17171
A467w5.50_LS220,LS220,467,5,17055
A467w5.50_LS375,LS375,467,5,16900
A467w5.50_SFHo,SFHo,467,5,16185
A467w5.50_SFHx,SFHx,467,5,16177
A467w6.00_BHBL,BHBL,467,6,16448
A467w6.00_BHBLP,BHBLP,467,6,16454
A467w6.00_GShenFSU1.7,GShenFSU1.7,467,6,21898
A467w6.00_GShenFSU2.1,GShenFSU2.1,467,6,21898
A467w6.00_GShenNL3,GShenNL3,467,6,24024
A467w6.00_HSDD2,HSDD2,467,6,16456
A467w6.00_HSFSG,HSFSG,467,6,16460
A467w6.00_HSIUF,HSIUF,467,6,16456
A467w6.00_HSNL3,HSNL3,467,6,16455
A467w6.00_HSTM1,HSTM1,467,6,16454
A467w6.00_HSTMA,HSTMA,467,6,16462
A467w6.00_HShen,HShen,467,6,14111
A467w6.00_HShenH,HShenH,467,6,14101
A467w6.00_LS180,LS180,467,6,17553
A467w6.00_LS220,LS220,467,6,17428
A467w6.00_LS375,LS375,467,6,17266
A467w6.00_SFHo,SFHo,467,6,16454
A467w6.00_SFHx,SFHx,467,6,16451
A467w6.50_BHBL,BHBL,467,6,16762
A467w6.50_BHBLP,BHBLP,467,6,16760
A467w6.50_GShenFSU1.7,GShenFSU1.7,467,6,22593
A467w6.50_GShenFSU2.1,GShenFSU2.1,467,6,22715
A467w6.50_GShenNL3,GShenNL3,467,6,25355
A467w6.50_HSDD2,HSDD2,467,6,16771
A467w6.50_HSFSG,HSFSG,467,6,16769
A467w6.50_HSIUF,HSIUF,467,6,16769
A467w6.50_HSNL3,HSNL3,467,6,16769
A467w6.50_HSTM1,HSTM1,467,6,16766
A467w6.50_HSTMA,HSTMA,467,6,16771
A467w6.50_HShen,HShen,467,6,14292
A467w6.50_HShenH,HShenH,467,6,14283
A467w6.50_LS180,LS180,467,6,17999
A467w6.50_LS220,LS220,467,6,17870
A467w6.50_LS375,LS375,467,6,17699
A467w6.50_SFHo,SFHo,467,6,16769
A467w6.50_SFHx,SFHx,467,6,16765
A467w7.00_BHBL,BHBL,467,7,17115
A467w7.00_BHBLP,BHBLP,467,7,17116
A467w7.00_GShenFSU1.7,GShenFSU1.7,467,7,23719
A467w7.00_GShenFSU2.1,GShenFSU2.1,467,7,23719
A467w7.00_GShenNL3,GShenNL3,467,7,26810
A467w7.00_HSDD2,HSDD2,467,7,17131
A467w7.00_HSFSG,HSFSG,467,7,17127
A467w7.00_HSIUF,HSIUF,467,7,17126
A467w7.00_HSNL3,HSNL3,467,7,17125
A467w7.00_HSTM1,HSTM1,467,7,17124
A467w7.00_HSTMA,HSTMA,467,7,17128
A467w7.00_HShen,HShen,467,7,14499
A467w7.00_HShenH,HShenH,467,7,14485
A467w7.00_LS180,LS180,467,7,18529
A467w7.00_LS220,LS220,467,7,18388
A467w7.00_LS375,LS375,467,7,18211
A467w7.00_SFHo,SFHo,467,7,17125
A467w7.00_SFHx,SFHx,467,7,17120
A467w7.50_BHBL,BHBL,467,7,17526
A467w7.50_BHBLP,BHBLP,467,7,17526
A467w7.50_GShenFSU1.7,GShenFSU1.7,467,7,24940
A467w7.50_GShenFSU2.1,GShenFSU2.1,467,7,24940
A467w7.50_GShenNL3,GShenNL3,467,7,28654
A467w7.50_HSDD2,HSDD2,467,7,17540
A467w7.50_HSFSG,HSFSG,467,7,17537
A467w7.50_HSIUF,HSIUF,467,7,17539
A467w7.50_HSNL3,HSNL3,467,7,17539
A467w7.50_HSTM1,HSTM1,467,7,17539
A467w7.50_HSTMA,HSTMA,467,7,17540
A467w7.50_HShen,HShen,467,7,14728
A467w7.50_HShenH,HShenH,467,7,14720
A467w7.50_LS180,LS180,467,7,19151
A467w7.50_LS220,LS220,467,7,19014
A467w7.50_LS375,LS375,467,7,18818
A467w7.50_SFHo,SFHo,467,7,17539
A467w7.50_SFHx,SFHx,467,7,17534
A467w8.00_BHBL,BHBL,467,8,17996
A467w8.00_BHBLP,BHBLP,467,8,17997
A467w8.00_GShenFSU1.7,GShenFSU1.7,467,8,26461
A467w8.00_GShenFSU2.1,GShenFSU2.1,467,8,26377
A467w8.00_GShenNL3,GShenNL3,467,8,30903
A467w8.00_HSDD2,HSDD2,467,8,18010
A467w8.00_HSFSG,HSFSG,467,8,18017
A467w8.00_HSIUF,HSIUF,467,8,18011
A467w8.00_HSNL3,HSNL3,467,8,18013
A467w8.00_HSTM1,HSTM1,467,8,18007
A467w8.00_HSTMA,HSTMA,467,8,18016
A467w8.00_HShen,HShen,467,8,14988
A467w8.00_HShenH,HShenH,467,8,14979
A467w8.00_LS180,LS180,467,8,19896
A467w8.00_LS220,LS220,467,8,19762
A467w8.00_LS375,LS375,467,8,19556
A467w8.00_SFHo,SFHo,467,8,18012
A467w8.00_SFHx,SFHx,467,8,18002
A467w8.50_BHBL,BHBL,467,8,18550
A467w8.50_BHBLP,BHBLP,467,8,18549
A467w8.50_GShenFSU1.7,GShenFSU1.7,467,8,28382
A467w8.50_GShenFSU2.1,GShenFSU2.1,467,8,28357
A467w8.50_GShenNL3,GShenNL3,467,8,33906
A467w8.50_HSDD2,HSDD2,467,8,18565
A467w8.50_HSFSG,HSFSG,467,8,18568
A467w8.50_HSIUF,HSIUF,467,8,18563
A467w8.50_HSNL3,HSNL3,467,8,18563
A467w8.50_HSTM1,HSTM1,467,8,18559
A467w8.50_HSTMA,HSTMA,467,8,18552
A467w8.50_HShen,HShen,467,8,15286
A467w8.50_HShenH,HShenH,467,8,15267
A467w8.50_LS180,LS180,467,8,20799
A467w8.50_LS220,LS220,467,8,20686
A467w8.50_LS375,LS375,467,8,20460
A467w8.50_SFHo,SFHo,467,8,18559
A467w8.50_SFHx,SFHx,467,8,18560
A467w9.00_BHBL,BHBL,467,9,19188
A467w9.00_BHBLP,BHBLP,467,9,19193
A467w9.00_GShenFSU1.7,GShenFSU1.7,467,9,30786
A467w9.00_GShenFSU2.1,GShenFSU2.1,467,9,30787
A467w9.00_GShenNL3,GShenNL3,467,9,37125
A467w9.00_HSDD2,HSDD2,467,9,19213
A467w9.00_HSFSG,HSFSG,467,9,19212
A467w9.00_HSIUF,HSIUF,467,9,19210
A467w9.00_HSNL3,HSNL3,467,9,19205
A467w9.00_HSTM1,HSTM1,467,9,19209
A467w9.00_HSTMA,HSTMA,467,9,19084
A467w9.00_HShen,HShen,467,9,15615
A467w9.00_HShenH,HShenH,467,9,15596
A467w9.00_LS180,LS180,467,9,21927
A467w9.00_LS220,LS220,467,9,21829
A467w9.00_LS375,LS375,467,9,21594
A467w9.00_SFHo,SFHo,467,9,19211
A467w9.00_SFHx,SFHx,467,9,19199
A467w9.50_BHBL,BHBL,467,9,19948
A467w9.50_BHBLP,BHBLP,467,9,19949
A467w9.50_GShenFSU1.7,GShenFSU1.7,467,9,33775
A467w9.50_GShenFSU2.1,GShenFSU2.1,467,9,33771
A467w9.50_GShenNL3,GShenNL3,467,9,43616
A467w9.50_HSDD2,HSDD2,467,9,19975
A467w9.50_HSFSG,HSFSG,467,9,19971
A467w9.50_HSIUF,HSIUF,467,9,19970
A467w9.50_HSNL3,HSNL3,467,9,19968
A467w9.50_HSTM1,HSTM1,467,9,19912
A467w9.50_HSTMA,HSTMA,467,9,19976
A467w9.50_HShen,HShen,467,9,15987
A467w9.50_HShenH,HShenH,467,9,15975
A467w9.50_LS180,LS180,467,9,23343
A467w9.50_LS220,LS220,467,9,23292
A467w9.50_LS375,LS375,467,9,23031
A467w9.50_SFHo,SFHo,467,9,19973
A467w9.50_SFHx,SFHx,467,9,19967
A634w0.00_BHBL,BHBL,634,0,14950
A634w0.00_BHBLP,BHBLP,634,0,14948
A634w0.00_GShenFSU1.7,GShenFSU1.7,634,0,18455
A634w0.00_GShenFSU2.1,GShenFSU2.1,634,0,18459
A634w0.00_GShenNL3,GShenNL3,634,0,19624
A634w0.00_HSDD2,HSDD2,634,0,14954
A634w0.00_HSFSG,HSFSG,634,0,14912
A634w0.00_HSIUF,HSIUF,634,0,14762
A634w0.00_HSNL3,HSNL3,634,0,14954
A634w0.00_HSTM1,HSTM1,634,0,14787
A634w0.00_HSTMA,HSTMA,634,0,14958
A634w0.00_HShen,HShen,634,0,13175
A634w0.00_HShenH,HShenH,634,0,13156
A634w0.00_LS180,LS180,634,0,15538
A634w0.00_LS220,LS220,634,0,15441
A634w0.00_LS375,LS375,634,0,15317
A634w0.00_SFHo,SFHo,634,0,14951
A634w0.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,0,15383
A634w0.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,0,15109
A634w0.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,0,14334
A634w0.00_SFHx,SFHx,634,0,14949
A634w0.50_BHBL,BHBL,634,0,14964
A634w0.50_BHBLP,BHBLP,634,0,14964
A634w0.50_GShenFSU1.7,GShenFSU1.7,634,0,18486
A634w0.50_GShenFSU2.1,GShenFSU2.1,634,0,18489
A634w0.50_GShenNL3,GShenNL3,634,0,19662
A634w0.50_HSDD2,HSDD2,634,0,14969
A634w0.50_HSFSG,HSFSG,634,0,14912
A634w0.50_HSIUF,HSIUF,634,0,14749
A634w0.50_HSNL3,HSNL3,634,0,14965
A634w0.50_HSTM1,HSTM1,634,0,14749
A634w0.50_HSTMA,HSTMA,634,0,14969
A634w0.50_HShen,HShen,634,0,13184
A634w0.50_HShenH,HShenH,634,0,13177
A634w0.50_LS180,LS180,634,0,15553
A634w0.50_LS220,LS220,634,0,15458
A634w0.50_LS375,LS375,634,0,15333
A634w0.50_SFHo,SFHo,634,0,14967
A634w0.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,0,15398
A634w0.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,0,15122
A634w0.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,0,14349
A634w0.50_SFHx,SFHx,634,0,14960
A634w1.00_BHBL,BHBL,634,1,15003
A634w1.00_BHBLP,BHBLP,634,1,15005
A634w1.00_GShenFSU1.7,GShenFSU1.7,634,1,18571
A634w1.00_GShenFSU2.1,GShenFSU2.1,634,1,18572
A634w1.00_GShenNL3,GShenNL3,634,1,19769
A634w1.00_HSDD2,HSDD2,634,1,15009
A634w1.00_HSFSG,HSFSG,634,1,14943
A634w1.00_HSIUF,HSIUF,634,1,14794
A634w1.00_HSNL3,HSNL3,634,1,15006
A634w1.00_HSTM1,HSTM1,634,1,14836
A634w1.00_HSTMA,HSTMA,634,1,15010
A634w1.00_HShen,HShen,634,1,13211
A634w1.00_HShenH,HShenH,634,1,13202
A634w1.00_LS180,LS180,634,1,15606
A634w1.00_LS220,LS220,634,1,15510
A634w1.00_LS375,LS375,634,1,15383
A634w1.00_SFHo,SFHo,634,1,15010
A634w1.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,1,15444
A634w1.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,1,15166
A634w1.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,1,14380
A634w1.00_SFHx,SFHx,634,1,15003
A634w1.50_BHBL,BHBL,634,1,15071
A634w1.50_BHBLP,BHBLP,634,1,15076
A634w1.50_GShenFSU1.7,GShenFSU1.7,634,1,18725
A634w1.50_GShenFSU2.1,GShenFSU2.1,634,1,18721
A634w1.50_GShenNL3,GShenNL3,634,1,19960
A634w1.50_HSDD2,HSDD2,634,1,15081
A634w1.50_HSFSG,HSFSG,634,1,15032
A634w1.50_HSIUF,HSIUF,634,1,14879
A634w1.50_HSNL3,HSNL3,634,1,15078
A634w1.50_HSTM1,HSTM1,634,1,14900
A634w1.50_HSTMA,HSTMA,634,1,15080
A634w1.50_HShen,HShen,634,1,13257
A634w1.50_HShenH,HShenH,634,1,13246
A634w1.50_LS180,LS180,634,1,15698
A634w1.50_LS220,LS220,634,1,15599
A634w1.50_LS375,LS375,634,1,15472
A634w1.50_SFHo,SFHo,634,1,15079
A634w1.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,1,15521
A634w1.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,1,15243
A634w1.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,1,14448
A634w1.50_SFHx,SFHx,634,1,15075
A634w2.00_BHBL,BHBL,634,2,15175
A634w2.00_BHBLP,BHBLP,634,2,15174
A634w2.00_GShenFSU1.7,GShenFSU1.7,634,2,18939
A634w2.00_GShenFSU2.1,GShenFSU2.1,634,2,18937
A634w2.00_GShenNL3,GShenNL3,634,2,20229
A634w2.00_HSDD2,HSDD2,634,2,15180
A634w2.00_HSFSG,HSFSG,634,2,15161
A634w2.00_HSIUF,HSIUF,634,2,15051
A634w2.00_HSNL3,HSNL3,634,2,15179
A634w2.00_HSTM1,HSTM1,634,2,14961
A634w2.00_HSTMA,HSTMA,634,2,14977
A634w2.00_HShen,HShen,634,2,13319
A634w2.00_HShenH,HShenH,634,2,13311
A634w2.00_LS180,LS180,634,2,15827
A634w2.00_LS220,LS220,634,2,15729
A634w2.00_LS375,LS375,634,2,15597
A634w2.00_SFHo,SFHo,634,2,15177
A634w2.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,2,15629
A634w2.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,2,15343
A634w2.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,2,14541
A634w2.00_SFHx,SFHx,634,2,15176
A634w2.50_BHBL,BHBL,634,2,15307
A634w2.50_BHBLP,BHBLP,634,2,15308
A634w2.50_GShenFSU1.7,GShenFSU1.7,634,2,19224
A634w2.50_GShenFSU2.1,GShenFSU2.1,634,2,19228
A634w2.50_GShenNL3,GShenNL3,634,2,20598
A634w2.50_HSDD2,HSDD2,634,2,15314
A634w2.50_HSFSG,HSFSG,634,2,15317
A634w2.50_HSIUF,HSIUF,634,2,15174
A634w2.50_HSNL3,HSNL3,634,2,15315
A634w2.50_HSTM1,HSTM1,634,2,15311
A634w2.50_HSTMA,HSTMA,634,2,15115
A634w2.50_HShen,HShen,634,2,13400
A634w2.50_HShenH,HShenH,634,2,13393
A634w2.50_LS180,LS180,634,2,16002
A634w2.50_LS220,LS220,634,2,15896
A634w2.50_LS375,LS375,634,2,15758
A634w2.50_SFHo,SFHo,634,2,15311
A634w2.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,2,15773
A634w2.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,2,15481
A634w2.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,2,14663
A634w2.50_SFHx,SFHx,634,2,15309
A634w3.00_BHBL,BHBL,634,3,15476
A634w3.00_BHBLP,BHBLP,634,3,15478
A634w3.00_GShenFSU1.7,GShenFSU1.7,634,3,19598
A634w3.00_GShenFSU2.1,GShenFSU2.1,634,3,19597
A634w3.00_GShenNL3,GShenNL3,634,3,21080
A634w3.00_HSDD2,HSDD2,634,3,15484
A634w3.00_HSFSG,HSFSG,634,3,15480
A634w3.00_HSIUF,HSIUF,634,3,15291
A634w3.00_HSNL3,HSNL3,634,3,15482
A634w3.00_HSTM1,HSTM1,634,3,15236
A634w3.00_HSTMA,HSTMA,634,3,15258
A634w3.00_HShen,HShen,634,3,13509
A634w3.00_HShenH,HShenH,634,3,13496
A634w3.00_LS180,LS180,634,3,16214
A634w3.00_LS220,LS220,634,3,16109
A634w3.00_LS375,LS375,634,3,15970
A634w3.00_SFHo,SFHo,634,3,15480
A634w3.00_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,3,15948
A634w3.00_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,3,15657
A634w3.00_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,3,14810
A634w3.00_SFHx,SFHx,634,3,15471
A634w3.50_BHBL,BHBL,634,3,15684
A634w3.50_BHBLP,BHBLP,634,3,15682
A634w3.50_GShenFSU1.7,GShenFSU1.7,634,3,20050
A634w3.50_GShenFSU2.1,GShenFSU2.1,634,3,20073
A634w3.50_GShenNL3,GShenNL3,634,3,21705
A634w3.50_HSDD2,HSDD2,634,3,15689
A634w3.50_HSFSG,HSFSG,634,3,15686
A634w3.50_HSIUF,HSIUF,634,3,15514
A634w3.50_HSNL3,HSNL3,634,3,15687
A634w3.50_HSTM1,HSTM1,634,3,15476
A634w3.50_HSTMA,HSTMA,634,3,15458
A634w3.50_HShen,HShen,634,3,13636
A634w3.50_HShenH,HShenH,634,3,13623
A634w3.50_LS180,LS180,634,3,16487
A634w3.50_LS220,LS220,634,3,16371
A634w3.50_LS375,LS375,634,3,16228
A634w3.50_SFHo,SFHo,634,3,15688
A634w3.50_SFHo_ecapture_0.1,SFHo_ecapture_0.1,634,3,16171
A634w3.50_SFHo_ecapture_1.0,SFHo_ecapture_1.0,634,3,15868
A634w3.50_SFHo_ecapture_10.0,SFHo_ecapture_10.0,634,3,15001
A634w3.50_SFHx,SFHx,634,3,15679
A634w4.00_BHBL,BHBL,634,4,15930
A634w4.00_BHBLP,BHBLP,634,4,15933
A634w4.00_GShenFSU1.7,GShenFSU1.7,634,4,20533
A634w4.00_GShenFSU2.1,GShenFSU2.1,634,4,20672
A634w4.00_GShenNL3,GShenNL3,634,4,22501
A634w4.00_HSDD2,HSDD2,634,4,15937
A634w4.00_HSFSG,HSFSG,634,4,15940
A634w4.00_HSIUF,HSIUF,634,4,15736
A634w4.00_HSNL3,HSNL3,634,4,15937
A634w4.00_HSTM1,HSTM1,634,4,15935
