name,EOS,A(km),omega_0(rad/s),beta1_IC_b,tbounce_s,ndata
A300w14.00_HSDD2,LS375,1268.0,6.0,0.116240443013,0.410849830879,19582
A300w14.00_HSIUF,LS375,10000.0,0.5,0.00112729482595,0.180633846865,19580
A300w14.00_HSNL3,LS375,10000.0,1.0,0.00447125753911,0.182724539139,19580
A300w14.00_HSTM1,LS375,10000.0,1.5,0.0100490406614,0.186408246636,19582
A300w14.00_HSTMA,LS375,10000.0,2.0,0.0171731291167,0.19198825909300002,19588
A300w14.00_HShen,LS375,10000.0,2.5,0.0265077144044,0.200092053735,15881
A300w14.00_HShenH,LS375,10000.0,3.0,0.0373990963473,0.21183053173,15865
A300w14.00_LS180,LS375,10000.0,3.5,0.0496176350179,0.22951363009700002,22655
A300w14.00_LS220,LS375,10000.0,4.0,0.0619630148784,0.259006690903,22580
A300w14.00_LS375,LS375,10000.0,4.5,0.0751067120307,0.324262278254,22348
A300w14.50_BHBL,HShen,300.0,0.5,0.00036160184386,0.147297231492,20070
A300w14.50_BHBLP,HShen,300.0,1.0,0.00144065989713,0.14742455119300002,20073
A300w14.50_GShenFSU1.7,HShen,300.0,1.5,0.0032292277197,0.147657562031,33415
A300w14.50_GShenFSU2.1,HShen,300.0,2.0,0.00569569540279,0.14795113425700002,33419
A300w14.50_GShenNL3,HShen,300.0,2.5,0.00882023300104,0.14833254945799998,42268
A300w14.50_HSDD2,HShen,300.0,3.0,0.0125725839586,0.148802633768,20092
A300w14.50_HSFSG,HShen,300.0,3.5,0.0169098504201,0.149364295343,20093
A300w14.50_HSIUF,HShen,300.0,4.0,0.0218232116065,0.150013742517,20091
A300w14.50_HSNL3,HShen,300.0,4.5,0.0274414649055,0.150775062464,20088
A300w14.50_HSTM1,HShen,300.0,5.0,0.0333544228212,0.151614805702,20090
A300w14.50_HSTMA,HShen,300.0,5.5,0.0397452299095,0.152546841675,20096
A300w14.50_HShen,HShen,300.0,6.0,0.046951018658,0.15360913152699998,16141
A300w14.50_HShenH,HShen,300.0,6.5,0.0540508612467,0.154746146628,16130
A300w14.50_LS180,HShen,300.0,7.0,0.0615869241364,0.156000771723,23646
A300w14.50_LS220,HShen,300.0,7.5,0.0701642143176,0.157386614506,23609
A300w14.50_LS375,HShen,300.0,8.0,0.0784179075142,0.158869400026,23351
A300w14.50_SFHo,HShen,300.0,8.5,0.0877802453395,0.160499844127,20085
A300w14.50_SFHx,HShen,300.0,9.0,0.0966563445898,0.162237155816,20086
A300w15.00_BHBL,HShen,300.0,9.5,0.106578444702,0.164138339665,20636
A300w15.00_BHBLP,HShen,300.0,10.0,0.116013512414,0.166162617944,20632
A300w15.00_GShenFSU1.7,HShen,300.0,10.5,0.126039586719,0.168357888162,35790
A300w15.00_GShenFSU2.1,HShen,300.0,11.0,0.136228082298,0.170726765578,35791
A300w15.00_GShenNL3,HShen,300.0,11.5,0.146016953741,0.173270556342,56839
A300w15.00_HSDD2,HShen,300.0,12.0,0.155906973488,0.175997538128,20657
A300w15.00_HSFSG,HShen,300.0,12.5,0.165240741361,0.17895764329599997,20657
A300w15.00_HSIUF,HShen,300.0,13.0,0.174164968845,0.18214806972900002,20663
A300w15.00_HSNL3,HShen,300.0,13.5,0.182904022757,0.18558134198499998,20657
A300w15.00_HSTM1,HShen,300.0,14.0,0.190789858473,0.18929717490300002,20653
A300w15.00_HSTMA,HShen,300.0,14.5,0.198660962363,0.19331750235,20658
A300w15.00_HShen,HShen,300.0,15.0,0.204983777595,0.19767358221999998,16420
A300w15.00_HShenH,HShen,300.0,15.5,0.209741921123,0.202277935724,16405
A300w15.00_LS180,HShen,467.0,0.5,0.000629137369863,0.147344961118,24803
A300w15.00_LS220,HShen,467.0,1.0,0.00252632499532,0.14763950629000003,24846
A300w15.00_LS375,HShen,467.0,1.5,0.00562033058167,0.148095979331,24569
A300w15.00_SFHo,HShen,467.0,2.0,0.00984027560114,0.14873933222299998,20654
A300w15.00_SFHx,HShen,467.0,2.5,0.0151810349246,0.14957719181499998,20650
A300w15.50_BHBL,HShen,467.0,3.0,0.0217939870551,0.150635804108,21266
A300w15.50_BHBLP,HShen,467.0,3.5,0.0290263878237,0.15188264921300001,21265
A300w15.50_GShenFSU1.7,HShen,467.0,4.0,0.0377470058034,0.153371140026,39318
A300w15.50_GShenFSU2.1,HShen,467.0,4.5,0.0466009422207,0.155065759669,39318
A300w15.50_GShenNL3,HShen,467.0,5.0,0.0570288402476,0.15703634878400002,74434
A300w15.50_HSDD2,HShen,467.0,5.5,0.0680592075419,0.159271635992,21291
A300w15.50_HSFSG,HShen,467.0,6.0,0.0797788802905,0.161804937326,21289
A300w15.50_HSIUF,HShen,467.0,6.5,0.0920546118605,0.164649635262,21288
A300w15.50_HSNL3,HShen,467.0,7.0,0.105167982713,0.167844994966,21284
A300w15.50_HSTM1,HShen,467.0,7.5,0.118095832384,0.171431222395,21288
A300w15.50_HSTMA,HShen,467.0,8.0,0.131808154683,0.175477881328,21297
A300w15.50_HShen,HShen,467.0,8.5,0.144692658124,0.18002948685499998,16726
A300w15.50_HShenH,HShen,467.0,9.0,0.156677452919,0.18517611736999998,16716
A300w15.50_LS180,HShen,467.0,9.5,0.169748935454,0.1909958929,26204
A300w15.50_LS220,HShen,467.0,10.0,0.180051233758,0.197639473096,26322
A300w15.50_LS375,HShen,467.0,10.5,0.190151774977,0.205260519319,26042
A300w15.50_SFHo,HShen,467.0,11.0,0.198542943489,0.214090399828,21287
A300w15.50_SFHx,HShen,467.0,11.5,0.205700525263,0.224366464542,21285
A300w2.00_BHBLP,HShen,634.0,0.5,0.000799034540332,0.147390883739,15014
A300w2.00_GShenFSU1.7,HShen,634.0,1.0,0.00321657459686,0.147825004772,18588
A300w2.00_GShenFSU2.1,HShen,634.0,1.5,0.00711872892269,0.148514621898,18591
A300w2.00_GShenNL3,HShen,634.0,2.0,0.0124576470133,0.149495235331,19651
A300w2.00_HSDD2,HShen,634.0,2.5,0.0194320043279,0.150800378479,15021
A300w2.00_HSFSG,HShen,634.0,3.0,0.0272998803491,0.15240411929300002,15017
A300w2.00_HSIUF,HShen,634.0,3.5,0.0368018010842,0.154373250236,15018
A300w2.00_HSNL3,HShen,634.0,4.0,0.0476310556058,0.15672162918000002,15018
A300w2.00_HSTM1,HShen,634.0,4.5,0.0592999393814,0.15947876727100002,15016
A300w2.00_HSTMA,HShen,634.0,5.0,0.0718490480004,0.162701299734,15020
A300w2.00_HShen,HShen,634.0,5.5,0.0850874988303,0.16644857670799998,13218
A300w2.00_HShenH,HShen,634.0,6.0,0.0984640200115,0.170790420979,13210
A300w2.00_LS180,HShen,634.0,6.5,0.113326094464,0.17585311338700002,15625
A300w2.00_LS220,HShen,634.0,7.0,0.128944160896,0.181774726354,15529
A300w2.00_LS375,HShen,634.0,7.5,0.142429595852,0.188713319866,15403
A300w2.00_SFHo,HShen,634.0,8.0,0.154002086156,0.19693551739700002,15021
A300w2.00_SFHx,HShen,634.0,8.5,0.168218323368,0.20676846571799998,15013
A300w2.50_BHBL,HShen,634.0,9.0,0.179004988749,0.218759729408,15050
A300w2.50_BHBLP,HShen,634.0,9.5,0.188205952932,0.23372093939000002,15051
A300w2.50_GShenFSU1.7,HShen,1268.0,0.5,0.00103480865558,0.147500827512,18664
A300w2.50_GShenFSU2.1,HShen,1268.0,1.0,0.0041656128952,0.148265792509,18661
A300w2.50_GShenNL3,HShen,1268.0,1.5,0.00917470062974,0.149528501836,19766
A300w2.50_HSDD2,HShen,1268.0,2.0,0.015870323994,0.151347437692,15058
A300w2.50_HSFSG,HShen,1268.0,2.5,0.0246020368427,0.15379823171499998,15057
A300w2.50_HSIUF,HShen,1268.0,3.0,0.0348955229979,0.15694268683100002,15056
A300w2.50_HSNL3,HShen,1268.0,3.5,0.0468285522731,0.16089243851399998,15057
A300w2.50_HSTM1,HShen,1268.0,4.0,0.0596787848499,0.165805026882,15054
A300w2.50_HSTMA,HShen,1268.0,4.5,0.0741815317569,0.171925072691,15060
A300w2.50_HShen,HShen,1268.0,5.0,0.0891861401295,0.179579496737,13246
A300w2.50_HShenH,HShen,1268.0,5.5,0.104147498935,0.18927875439300001,13236
A300w2.50_LS180,HShen,1268.0,6.0,0.120545653119,0.2019211811,15674
A300w2.50_LS220,HShen,1268.0,6.5,0.134082349848,0.219019200933,15572
A300w2.50_LS375,HShen,10000.0,0.5,0.00114004391327,0.147598681683,15451
A300w2.50_SFHo,HShen,10000.0,1.0,0.00458230891987,0.148664278248,15056
A300w2.50_SFHx,HShen,10000.0,1.5,0.0100458712605,0.150456329501,15048
A300w3.00_BHBL,HShen,10000.0,2.0,0.0177506947536,0.15309704452200001,15097
A300w3.00_BHBLP,HShen,10000.0,2.5,0.0266039650221,0.15667930355499998,15102
A300w3.00_GShenFSU1.7,HShen,10000.0,3.0,0.0376649256721,0.16144465611499997,18758
A300w3.00_GShenFSU2.1,HShen,10000.0,3.5,0.0510566538824,0.16769866306200001,18759
A300w3.00_GShenNL3,HShen,10000.0,4.0,0.0641805959313,0.175903978031,19832
A300w3.00_HSDD2,HShen,10000.0,4.5,0.078806578869,0.186952048025,15100
A300w3.00_HSFSG,HShen,10000.0,5.0,0.0932279594358,0.20240541278000002,15103
A300w3.00_HSIUF,HShen,10000.0,5.5,0.108727644897,0.225910924075,15103
A300w3.00_HSNL3,HShenH,300.0,0.5,0.000361740307912,0.147154377635,15102
A300w3.00_HSTM1,HShenH,300.0,1.0,0.00144155605292,0.14728184998699997,15099
A300w3.00_HSTMA,HShenH,300.0,1.5,0.00322987639617,0.147512843703,15104
A300w3.00_HShen,HShenH,300.0,2.0,0.00569820647124,0.147807444333,13277
A300w3.00_HShenH,HShenH,300.0,2.5,0.00882629127458,0.14818973390100001,13264
A300w3.00_LS180,HShenH,300.0,3.0,0.012563777034,0.14865873441299998,15734
A300w3.00_LS220,HShenH,300.0,3.5,0.0169109362921,0.149217949021,15635
A300w3.00_LS375,HShenH,300.0,4.0,0.0218117107294,0.149864492326,15506
A300w3.00_SFHo,HShenH,300.0,4.5,0.0274550492601,0.15062818800299999,15102
A300w3.00_SFHx,HShenH,300.0,5.0,0.0333464981574,0.151464912827,15098
A300w3.50_BHBL,HShenH,300.0,5.5,0.0397330556285,0.152395828457,15153
A300w3.50_BHBLP,HShenH,300.0,6.0,0.0469667256607,0.153456307747,15154
A300w3.50_GShenFSU1.7,HShenH,300.0,6.5,0.0541219173783,0.154591006175,18876
A300w3.50_GShenFSU2.1,HShenH,300.0,7.0,0.0615925049325,0.155842240374,18870
A300w3.50_GShenNL3,HShenH,300.0,7.5,0.0701782114268,0.15722706631400002,19967
A300w3.50_HSDD2,HShenH,300.0,8.0,0.0783827782378,0.15870821719,15158
A300w3.50_HSFSG,HShenH,300.0,8.5,0.0877919225355,0.16033471050200002,15155
A300w3.50_HSIUF,HShenH,300.0,9.0,0.0966460763571,0.16206912253199998,15158
A300w3.50_HSNL3,HShenH,300.0,9.5,0.106578544879,0.163965856879,15158
A300w3.50_HSTM1,HShenH,300.0,10.0,0.116138157425,0.165986594317,15154
A300w3.50_HSTMA,HShenH,300.0,10.5,0.126154114431,0.168178734572,15161
A300w3.50_HShen,HShenH,300.0,11.0,0.13627917429,0.170543191703,13310
A300w3.50_HShenH,HShenH,300.0,11.5,0.146152916724,0.173082269778,13304
A300w3.50_LS180,HShenH,300.0,12.0,0.155766105869,0.175800035879,15805
A300w3.50_LS220,HShenH,300.0,12.5,0.165424500278,0.178759022565,15707
A300w3.50_LS375,HShenH,300.0,13.0,0.17431339889,0.18194450554900002,15578
A300w3.50_SFHo,HShenH,300.0,13.5,0.182941889052,0.185366381486,15159
A300w3.50_SFHx,HShenH,300.0,14.0,0.19099696716,0.189080298094,15152
A300w4.00_BHBL,HShenH,300.0,14.5,0.198532738973,0.193083846279,15216
A300w4.00_BHBLP,HShenH,300.0,15.0,0.20510459806,0.197425893486,15219
A300w4.00_GShenFSU1.7,HShenH,300.0,15.5,0.210951103065,0.202058717709,19007
A300w4.00_GShenFSU2.1,HShenH,467.0,0.5,0.000629557540127,0.1472023173,19004
A300w4.00_GShenNL3,HShenH,467.0,1.0,0.00252714325033,0.147495909651,20104
A300w4.00_HSDD2,HShenH,467.0,1.5,0.00562200631395,0.14795227124,15220
A300w4.00_HSFSG,HShenH,467.0,2.0,0.0098407962506,0.148595464223,15221
A300w4.00_HSIUF,HShenH,467.0,2.5,0.01518231495,0.14943036329099998,15221
A300w4.00_HSNL3,HShenH,467.0,3.0,0.0218016103366,0.150488131424,15222
A300w4.00_HSTM1,HShenH,467.0,3.5,0.0290304941619,0.151730097632,15221
A300w4.00_HSTMA,HShenH,467.0,4.0,0.037770409721,0.153215844526,15227
A300w4.00_HShen,HShenH,467.0,4.5,0.0466706795321,0.154909917424,13354
A300w4.00_HShenH,HShenH,467.0,5.0,0.0570334774557,0.156872372814,13346
A300w4.00_LS180,HShenH,467.0,5.5,0.0680751890584,0.15910693778,15890
A300w4.00_LS220,HShenH,467.0,6.0,0.0797438624618,0.161628793068,15790
A300w4.00_LS375,HShenH,467.0,6.5,0.092083141791,0.164466379439,15661
A300w4.00_SFHo,HShenH,467.0,7.0,0.105195103171,0.167658192269,15220
A300w4.00_SFHx,HShenH,467.0,7.5,0.118122115341,0.171234672476,15216
A300w4.50_BHBL,HShenH,467.0,8.0,0.131797678029,0.175275399017,15290
A300w4.50_BHBLP,HShenH,467.0,8.5,0.144742614006,0.179816484127,15288
A300w4.50_GShenFSU1.7,HShenH,467.0,9.0,0.156176557138,0.184945770912,19160
A300w4.50_GShenFSU2.1,HShenH,467.0,9.5,0.167980038014,0.19076535020500002,19161
A300w4.50_GShenNL3,HShenH,467.0,10.0,0.180027744297,0.19737751533700001,20328
A300w4.50_HSDD2,HShenH,467.0,10.5,0.190116260309,0.204988143415,15296
A300w4.50_HSFSG,HShenH,467.0,11.0,0.198623180983,0.213774462764,15300
A300w4.50_HSIUF,HShenH,467.0,11.5,0.205701163533,0.224014701433,15296
A300w4.50_HSTM1,HShenH,634.0,0.5,0.000800472087648,0.147248174167,15294
A300w4.50_HSTMA,HShenH,634.0,1.0,0.00321965747932,0.147680363145,15296
A300w4.50_HShen,HShenH,634.0,1.5,0.00711741252656,0.14837038732900001,13403
A300w4.50_HShenH,HShenH,634.0,2.0,0.0124556019908,0.14934617495500002,13395
A300w4.50_LS180,HShenH,634.0,2.5,0.0194399451031,0.150650696754,15988
A300w4.50_LS220,HShenH,634.0,3.0,0.0272648001646,0.15225033023,15884
A300w4.50_LS375,HShenH,634.0,3.5,0.0367942728749,0.154216590183,15752
A300w4.50_SFHo,HShenH,634.0,4.0,0.0476242763023,0.156558890328,15293
A300w4.50_SFHx,HShenH,634.0,4.5,0.0592943175111,0.159310448654,15292
A300w5.00_BHBL,HShenH,634.0,5.0,0.0717633156949,0.162523373305,15374
A300w5.00_BHBLP,HShenH,634.0,5.5,0.0851004269973,0.166256408072,15376
A300w5.00_GShenFSU1.7,HShenH,634.0,6.0,0.0984323973739,0.17058673358999998,19334
A300w5.00_GShenFSU2.1,HShenH,634.0,6.5,0.113323563727,0.17563836449300002,19335
A300w5.00_GShenNL3,HShenH,634.0,7.0,0.128956446097,0.181545855185,20494
A300w5.00_HSDD2,HShenH,634.0,7.5,0.14241101835,0.188463548766,15382
A300w5.00_HSFSG,HShenH,634.0,8.0,0.153951455237,0.196660205373,15383
A300w5.00_HSIUF,HShenH,634.0,8.5,0.168242845674,0.206453508312,15382
A300w5.00_HSNL3,HShenH,634.0,9.0,0.178873990779,0.218407501599,15379
A300w5.00_HSTM1,HShenH,634.0,9.5,0.188226258173,0.233307764173,15376
A300w5.00_HSTMA,HShenH,1268.0,0.5,0.00103483693999,0.14735849359900002,15382
A300w5.00_HShen,HShenH,1268.0,1.0,0.00416573800998,0.14812027864500002,13461
A300w5.00_HShenH,HShenH,1268.0,1.5,0.00917635544282,0.149378449054,13447
A300w5.00_LS180,HShenH,1268.0,2.0,0.0159027375916,0.151194282718,16095
A300w5.00_LS220,HShenH,1268.0,2.5,0.0246191828103,0.153635664221,15993
A300w5.00_LS375,HShenH,1268.0,3.0,0.0349880530116,0.156774868695,15861
A300w5.00_SFHo,HShenH,1268.0,3.5,0.0468623731711,0.160710264725,15378
A300w5.00_SFHx,HShenH,1268.0,4.0,0.0597498220076,0.165607668717,15371
A300w5.50_BHBL,HShenH,1268.0,4.5,0.0741798081524,0.171707785448,15470
A300w5.50_BHBLP,HShenH,1268.0,5.0,0.0891903670724,0.179340979256,15472
A300w5.50_GShenFSU1.7,HShenH,1268.0,5.5,0.104137013636,0.188995500924,19538
A300w5.50_GShenFSU2.1,HShenH,1268.0,6.0,0.120611116965,0.201579843324,19537
A300w5.50_GShenNL3,HShenH,1268.0,6.5,0.134051401213,0.218593742797,20791
A300w5.50_HSDD2,HShenH,10000.0,0.5,0.00113823213845,0.147453768147,15473
A300w5.50_HSFSG,HShenH,10000.0,1.0,0.00458011254889,0.148517999844,15473
A300w5.50_HSIUF,HShenH,10000.0,1.5,0.0100391605166,0.150302540258,15477
A300w5.50_HSNL3,HShenH,10000.0,2.0,0.0177497157872,0.15293743334499998,15470
A300w5.50_HSTM1,HShenH,10000.0,2.5,0.0265652521225,0.156506002301,15469
A300w5.50_HSTMA,HShenH,10000.0,3.0,0.0376677730232,0.16125441289599998,15474
A300w5.50_HShen,HShenH,10000.0,3.5,0.051018203341,0.167483881124,13517
A300w5.50_HShenH,HShenH,10000.0,4.0,0.0642212609665,0.17565515164999998,13507
A300w5.50_LS180,HShenH,10000.0,4.5,0.078775700802,0.18664512737199998,16223
A300w5.50_LS220,HShenH,10000.0,5.0,0.093330718547,0.202024932716,16115
A300w5.50_LS375,HShenH,10000.0,5.5,0.108741470877,0.225342520611,15983
A300w5.50_SFHo,SFHx,300.0,0.5,0.000382767084913,0.17434873209500001,15474
A300w5.50_SFHx,SFHx,300.0,1.0,0.0015231502309,0.174537250071,15470
A300w6.00_BHBL,SFHx,300.0,1.5,0.00343032898137,0.174858707491,15571
A300w6.00_BHBLP,SFHx,300.0,2.0,0.00602952092756,0.175319093454,15575
A300w6.00_GShenFSU1.7,SFHx,300.0,2.5,0.00934690969334,0.175901468142,19761
A300w6.00_GShenFSU2.1,SFHx,300.0,3.0,0.0132922350728,0.176616363497,19763
A300w6.00_GShenNL3,SFHx,300.0,3.5,0.0178720760588,0.177464436183,21272
A300w6.00_HSDD2,SFHx,300.0,4.0,0.0230163727094,0.178456315335,15576
A300w6.00_HSFSG,SFHx,300.0,4.5,0.0291798353149,0.179611601083,15580
A300w6.00_HSIUF,SFHx,300.0,5.0,0.0353440290312,0.180895815626,15578
A300w6.00_HSNL3,SFHx,300.0,5.5,0.0421094153014,0.182339262576,15580
A300w6.00_HSTM1,SFHx,300.0,6.0,0.0494508168347,0.183952980058,15577
A300w6.00_HSTMA,SFHx,300.0,6.5,0.0576770064911,0.18575370728799998,15579
A300w6.00_HShen,SFHx,300.0,7.0,0.0655608121036,0.187721777043,13586
A300w6.00_HShenH,SFHx,300.0,7.5,0.0739381366913,0.18988653859,13576
A300w6.00_LS180,SFHx,300.0,8.0,0.0835122195858,0.19227658113999999,16363
A300w6.00_LS220,SFHx,300.0,8.5,0.092428756065,0.194880490022,16257
A300w6.00_LS375,SFHx,300.0,9.0,0.102971124344,0.19773373836299998,16119
A300w6.00_SFHo,SFHx,300.0,9.5,0.111960946891,0.20081835231900003,15578
A300w6.00_SFHx,SFHx,300.0,10.0,0.122760335991,0.204215625227,15574
A300w6.50_BHBL,SFHx,300.0,10.5,0.132678256957,0.207910214647,15692
A300w6.50_BHBLP,SFHx,300.0,11.0,0.143106892092,0.211942516706,15690
A300w6.50_GShenFSU1.7,SFHx,300.0,11.5,0.153009397722,0.216362676044,20015
A300w6.50_GShenFSU2.1,SFHx,300.0,12.0,0.163429711236,0.22116664164,20017
A300w6.50_GShenNL3,SFHx,300.0,12.5,0.17292227119,0.226447929357,21597
A300w6.50_HSDD2,SFHx,300.0,13.0,0.18182490167,0.232246016167,15695
A300w6.50_HSFSG,SFHx,300.0,13.5,0.190307763062,0.23863357264499999,15695
A300w6.50_HSIUF,SFHx,300.0,14.0,0.197719667249,0.245676151979,15696
A300w6.50_HSNL3,SFHx,300.0,14.5,0.200864153699,0.253453120907,15694
A300w6.50_HSTM1,SFHx,300.0,15.0,0.205304518042,0.26205762265300003,15691
A300w6.50_HSTMA,SFHx,300.0,15.5,0.210097557886,0.271734357476,15698
A300w6.50_HShen,SFHx,467.0,0.5,0.000656438339432,0.174424631623,13657
A300w6.50_HShenH,SFHx,467.0,1.0,0.00260437495026,0.17484300589399998,13649
A300w6.50_LS180,SFHx,467.0,1.5,0.0058839265156,0.17556995304099998,16520
A300w6.50_LS220,SFHx,467.0,2.0,0.0102887870088,0.176567277056,16407
A300w6.50_LS375,SFHx,467.0,2.5,0.0158068846512,0.177864741855,16269
A300w6.50_SFHo,SFHx,467.0,3.0,0.0224097660245,0.179488972941,15690
A300w6.50_SFHx,SFHx,467.0,3.5,0.0303727267535,0.181465808769,15687
A300w7.00_BHBL,SFHx,467.0,4.0,0.0389100725024,0.183788729282,15816
A300w7.00_BHBLP,SFHx,467.0,4.5,0.0490028813812,0.18651964668499998,15817
A300w7.00_GShenFSU1.7,SFHx,467.0,5.0,0.0590554829307,0.18967228629400001,20297
A300w7.00_GShenFSU2.1,SFHx,467.0,5.5,0.0706206344959,0.193327991874,20299
A300w7.00_GShenNL3,SFHx,467.0,6.0,0.0832066088254,0.197530788224,21971
A300w7.00_HSDD2,SFHx,467.0,6.5,0.0960200768603,0.202339697812,15823
A300w7.00_HSFSG,SFHx,467.0,7.0,0.109697522983,0.207854819128,15825
A300w7.00_HSIUF,SFHx,467.0,7.5,0.123131643016,0.21419330274099999,15826
A300w7.00_HSNL3,SFHx,467.0,8.0,0.137032843742,0.221512534652,15817
A300w7.00_HSTM1,SFHx,467.0,8.5,0.149969476635,0.230031822394,15819
A300w7.00_HSTMA,SFHx,467.0,9.0,0.163727381283,0.23994190487,15822
A300w7.00_HShen,SFHx,467.0,9.5,0.17560064256,0.251718519872,13735
A300w7.00_HShenH,SFHx,467.0,10.0,0.187066620156,0.26576034534500004,13728
A300w7.00_LS180,SFHx,467.0,10.5,0.196706901136,0.282795408289,16695
A300w7.00_LS220,SFHx,467.0,11.0,0.20607243865,0.303655311202,16581
A300w7.00_LS375,SFHx,467.0,11.5,0.20846892743,0.329753488091,16442
A300w7.00_SFHx,SFHx,634.0,0.5,0.000827208738472,0.174499299879,15817
A300w7.50_BHBL,SFHx,634.0,1.0,0.00330029801312,0.175144314337,15957
A300w7.50_BHBLP,SFHx,634.0,1.5,0.00739099696522,0.17624846581599998,15957
A300w7.50_GShenFSU1.7,SFHx,634.0,2.0,0.0128397526431,0.17780584221,20619
A300w7.50_GShenFSU2.1,SFHx,634.0,2.5,0.0197113400666,0.179847837841,20620
A300w7.50_GShenNL3,SFHx,634.0,3.0,0.0282747912571,0.18244376012500002,22396
A300w7.50_HSDD2,SFHx,634.0,3.5,0.0385272521731,0.185638484441,15964
A300w7.50_HSFSG,SFHx,634.0,4.0,0.0487776013879,0.189466727707,15962
A300w7.50_HSIUF,SFHx,634.0,4.5,0.0612917441001,0.194092342596,15962
A300w7.50_HSNL3,SFHx,634.0,5.0,0.0741322935181,0.19960790606200002,15964
A300w7.50_HSTM1,SFHx,634.0,5.5,0.0883121057635,0.206189654991,15959
A300w7.50_HSTMA,SFHx,634.0,6.0,0.102344469613,0.21406542251799998,15966
A300w7.50_HShen,SFHx,634.0,6.5,0.117702382015,0.223583360834,13827
A300w7.50_HShenH,SFHx,634.0,7.0,0.132493035575,0.235210941027,13816
A300w7.50_LS180,SFHx,634.0,7.5,0.147307024794,0.249666428351,16882
A300w7.50_LS220,SFHx,634.0,8.0,0.161074991681,0.26800333294900003,16770
A300w7.50_LS375,SFHx,634.0,8.5,0.174057770255,0.29199734881,16630
A300w7.50_SFHo,SFHx,634.0,9.0,0.184160928758,0.324675616791,15964
A300w7.50_SFHx,SFHx,634.0,9.5,0.19205624163,0.371573129713,15959
A300w8.00_BHBL,SFHx,1268.0,0.5,0.0010596645478,0.174687924691,16112
A300w8.00_BHBLP,SFHx,1268.0,1.0,0.00425149821567,0.175924549407,16114
A300w8.00_GShenFSU1.7,SFHx,1268.0,1.5,0.00938744749066,0.178027754402,20975
A300w8.00_GShenFSU2.1,SFHx,1268.0,2.0,0.0162858585587,0.18107876841999998,20975
A300w8.00_GShenNL3,SFHx,1268.0,2.5,0.0252248357827,0.185249934901,22870
A300w8.00_HSDD2,SFHx,1268.0,3.0,0.0362366468882,0.190742802961,16116
A300w8.00_HSFSG,SFHx,1268.0,3.5,0.0475440045261,0.197855894734,16119
A300w8.00_HSIUF,SFHx,1268.0,4.0,0.0608648319584,0.207136759474,16119
A300w8.00_HSNL3,SFHx,1268.0,4.5,0.0768062418704,0.219407666411,16118
A300w8.00_HSTM1,SFHx,1268.0,5.0,0.0922336835184,0.23608385036600002,16113
A300w8.00_HSTMA,SFHx,1268.0,5.5,0.10745575948,0.259969460306,16121
A300w8.00_HShen,SFHx,1268.0,6.0,0.122259406854,0.29748441257,13923
A300w8.00_HShenH,SFHx,1268.0,6.5,0.138422125363,0.368010298626,13915
A300w8.00_LS180,SFHx,10000.0,0.5,0.00116139630049,0.174876766013,17100
A300w8.00_LS220,SFHx,10000.0,1.0,0.00469302327234,0.176702383332,16983
A300w8.00_LS375,SFHx,10000.0,1.5,0.010227018836,0.179862801468,16835
A300w8.00_SFHo,SFHx,10000.0,2.0,0.0177480839236,0.18459695232,16117
A300w8.00_SFHx,SFHx,10000.0,2.5,0.0274165923979,0.191327572269,16110
A300w8.50_BHBL,SFHx,10000.0,3.0,0.0387342373066,0.200734850561,16278
A300w8.50_BHBLP,SFHx,10000.0,3.5,0.0518011612539,0.214090217972,16280
A300w8.50_GShenFSU1.7,SFHx,10000.0,4.0,0.0649232930263,0.23405064524,21379
A300w8.50_GShenFSU2.1,SFHx,10000.0,4.5,0.0796610552979,0.267450394435,21377
A300w8.50_GShenNL3,SFHx,10000.0,5.0,0.092142529746,0.342172527935,23417
A300w8.50_HSFSG,GShenNL3,300.0,0.5,0.000353504300529,0.245784437426,16287
A300w8.50_HSIUF,GShenNL3,300.0,1.0,0.00140880038728,0.2462664426,16290
A300w8.50_HSNL3,GShenNL3,300.0,1.5,0.00315719221113,0.247053459309,16283
A300w8.50_HSTM1,GShenNL3,300.0,2.0,0.00558650076639,0.24818272786700002,16282
A300w8.50_HSTMA,GShenNL3,300.0,2.5,0.00864351901064,0.249640735118,16283
A300w8.50_HShen,GShenNL3,300.0,3.0,0.0122922872187,0.251440409017,14029
A300w8.50_HShenH,GShenNL3,300.0,3.5,0.0165314569458,0.253595588118,13780
A300w8.50_LS180,GShenNL3,300.0,4.0,0.021305592152,0.256150738063,17333
A300w8.50_LS220,GShenNL3,300.0,4.5,0.0268888272147,0.259126036543,17216
A300w8.50_LS375,GShenNL3,300.0,5.0,0.0326318295633,0.262521423335,17064
A300w8.50_SFHo,GShenNL3,300.0,5.5,0.0388786188876,0.2664095512,16284
A300w8.50_SFHx,GShenNL3,300.0,6.0,0.0460725222049,0.270874178216,16279
A300w9.00_BHBL,GShenNL3,300.0,6.5,0.0531548372696,0.275903947476,16463
A300w9.00_BHBLP,GShenNL3,300.0,7.0,0.0613865569247,0.281642321648,16458
A300w9.00_GShenFSU1.7,GShenNL3,300.0,7.5,0.0691990828144,0.288115078502,21823
A300w9.00_GShenFSU2.1,GShenNL3,300.0,8.0,0.078305763288,0.295440249915,21822
A300w9.00_GShenNL3,GShenNL3,300.0,8.5,0.086672658971,0.303738007116,24032
